id	node1	label	node2	rank	node2;wikidatatype
Q31-type-item	Q31	type	item		
Q31-label-en	Q31	label	'Belgium'@en		
Q58-P6706-015de30d-q58$9c9c5849-a4d7-4dd6-86b8-07380af7c7b2-0	Q58	P6706	"pène"	normal	external-id
Q58-P4839-0d0bdfc5-q58$038cf31a-9339-43b6-bcec-88b6f9b6312c-0	Q58	P4839	"Entity[\"AnatomicalStructure\", \"Penis\"]"	normal	external-id
Q58-P3222-1a4bc28f-q58$e9d7c319-156a-48ec-9c8a-3c640b955897-0	Q58	P3222	"penis"	normal	external-id
Q58-P10283-f29e1899-q58$7690424f-72ed-4385-8c71-70cbab425a4c-0	Q58	P10283	"C2777786686"	normal	external-id
Q58-P8309-2bb7f056-q58$5a8ab48a-4834-31cd-dce7-3ea93134a297-0	Q58	P8309	"18-205448"	normal	external-id
Q58-P6293-bcd5083e-q58$ee928f92-4b18-a4c1-feda-d83f847f6aa8-0	Q58	P6293	"Y110964"	normal	external-id
Q58-P8419-6753636f-q58$52b0e5da-ee32-4843-a3d5-0b34921a7bb0-0	Q58	P8419	"Penises"	preferred	external-id
Q58-P8419-ddfe8cec-q58$d9706361-417f-9269-c6ca-106e5da8a5ab-0	Q58	P8419	"Penis"	normal	external-id
Q58-P8419-f33c706b-q58$0e326865-ff9b-43d1-b7a3-bcbb2fd029e5-0	Q58	P8419	"phallus"	normal	external-id
Q58-P8419-d478070d-q58$74098503-6b4f-4743-8d5e-945730a14d98-0	Q58	P8419	"shlong"	normal	external-id
Q58-P1748-d943bdbf-q58$bf928254-f102-4c84-ac55-12498e4fdf1b-0	Q58	P1748	"C12409"	normal	string
Q58-P8313-1a4bc28f-q58$9f65fe44-efe7-4da4-ac43-b31f138ca0ba-0	Q58	P8313	"penis"	normal	external-id
Q58-P6262-ec3ffc9d-q58$379da0b9-4375-833b-d767-041e17215d54-0	Q58	P6262	"psychology:Penis"	normal	external-id
Q58-P6262-dfcb5187-q58$3377c25d-4fad-e21d-34a3-6b9749789ed7-0	Q58	P6262	"the-singapore-lgbt-encyclopaedia:Penis"	normal	external-id
Q58-P6262-8ddee4cc-q58$1fa01dcc-4ad8-a77a-ab16-38f10531989c-0	Q58	P6262	"tardis:Penis"	normal	external-id
Q58-P6262-3abffa54-q58$f47e95ea-4f3d-dde0-8b96-01bc97517a3e-0	Q58	P6262	"liberapedia:Penis"	normal	external-id
Q58-P691-eedd069f-q58$57705088-6593-4d18-a0a5-811cf5bbf692-0	Q58	P691	"ph124026"	normal	external-id
Q58-P10192-1e25a9d6-q58$6b68e1c0-9bcc-4bee-b150-25be98a452d9-0	Q58	P10192	"homoit0001099"	normal	external-id
Q58-P443-ed1da68b-q58$4f4361b9-1fb9-498b-bbb0-770534ecca85-0	Q58	P443	"LL-Q1571 (mar)-Vj18081991-शिश्न.wav"	normal	commonsMedia
Q58-P5501-f0880607-q58$8ea3eb14-9779-4f34-8e3c-067509a26106-0	Q58	P5501	"BTO:0000405"	normal	external-id
Q58-P5008-Q6173448-q58$b923c89f-d81f-4780-a212-9d1039a619af-0	Q58	P5008	Q6173448	normal	wikibase-item
Q58-P11408-ce301aca-q58$fea3e756-e990-4d8f-b671-8c85af9c89ee-0	Q58	P11408	"陰茎"	normal	external-id
Q58-P3189-Q376687-q58$332c41b5-40cc-6baf-3960-86ad3b93e5ea-0	Q58	P3189	Q376687	normal	wikibase-item
Q58-P10376-261ee8cb-q58$5ca5c2a7-487e-4bd2-a0e7-6b79c4ce2438-0	Q58	P10376	"agricultural-and-biological-sciences/penis"	normal	external-id
Q58-P10376-8896ecc7-q58$b89634b0-44d5-e306-ee00-ec97c182531a-0	Q58	P10376	"immunology-and-microbiology/penis"	normal	external-id
Q58-P10376-bb4dd832-q58$73a76d94-4673-2ce3-9c21-a4eae9cfef21-0	Q58	P10376	"psychology/penis"	normal	external-id
Q58-P12086-ddfe8cec-q58$51cc19e0-2dfe-46da-976e-d5726452b2ba-0	Q58	P12086	"Penis"	normal	external-id
Q58-P6058-774317f4-q58$3b590c32-4dc1-6348-4d2f-5dbd394290bf-0	Q58	P6058	"images/Pénis/1002356"	normal	external-id
Q58-P6058-1c3e4f5e-q58$ec69e038-4cbd-eac3-0791-0c5e9c95230c-0	Q58	P6058	"medical/pénis/15244"	normal	external-id
Q42-type-item	Q42	type	item		
Q42-label-en	Q42	label	'Douglas Adams'@en		
Q42-alias-en-d442f779-0	Q42	alias	'Douglas Noël Adams'@en		
Q42-alias-en-8f1c0047-0	Q42	alias	'DNA'@en		
Q42-P31-Q5-q42$f078e5b3-f9a8-480e-b7ac-d97778cbbef9-0	Q42	P31	Q5	normal	wikibase-item
Q42-P21-Q6581097-q42$39f4de4f-c277-449c-9f99-512350971b5b-0	Q42	P21	Q6581097	normal	wikibase-item
Q42-P106-Q214917-q42$e0f736bd-4711-c43b-9277-af1e9b2fb85f-0	Q42	P106	Q214917	normal	wikibase-item
Q42-P106-Q28389-q42$e13e619f-63ef-4b72-99d9-7a45c7c6ad34-0	Q42	P106	Q28389	normal	wikibase-item
Q42-P106-Q6625963-q42$d6e21d67-05d6-4a0b-8458-0744fceed13d-0	Q42	P106	Q6625963	normal	wikibase-item
Q42-P106-Q4853732-q42$7eb8aaef-4ddf-8b87-bd02-406f91a296bd-0	Q42	P106	Q4853732	normal	wikibase-item
Q42-P106-Q18844224-q42$cbdc4890-d5a2-469c-aebb-efb682b891e7-0	Q42	P106	Q18844224	normal	wikibase-item
Q42-P106-Q245068-q42$58f0d772-9ce4-46ac-bf0d-fbbbafa09603-0	Q42	P106	Q245068	normal	wikibase-item
Q42-P106-Q36180-q42$663c6872-388f-4024-995a-bc3c1c0e57c6-0	Q42	P106	Q36180	normal	wikibase-item
Q42-P106-Q639669-q42$31e461ae-5535-4b5b-8d07-5b63d5a2687a-0	Q42	P106	Q639669	normal	wikibase-item
Q42-P800-Q25169-q42$fa73986e-3d1d-4cab-b358-424b58544620-0	Q42	P800	Q25169	normal	wikibase-item
Q42-P800-Q20736364-q42$61ce65a9-454a-5b97-e014-496299c1c03a-0	Q42	P800	Q20736364	normal	wikibase-item
Q42-P800-Q7758404-q42$1c92fbe2-4743-0b27-e4ac-16320efe7864-0	Q42	P800	Q7758404	normal	wikibase-item
Q42-P569-b9333a7a-q42$d8404cda-25e4-4334-af13-a3290bcd9c0f-0	Q42	P569	^1952-03-11T00:00:00Z/11	normal	time
Q42-P19-Q350-q42$3d284234-52bc-4da3-83a3-7c39f84ba518-0	Q42	P19	Q350	normal	wikibase-item
Q42-P570-ebab8379-q42$65ea9c32-b26c-469b-84fe-fc612b71d159-0	Q42	P570	^2001-05-11T00:00:00Z/11	normal	time
Q42-P1196-Q3739104-q42$2cf6704f-527f-46f7-9a89-41fc0c9df492-0	Q42	P1196	Q3739104	normal	wikibase-item
Q42-P509-Q12152-q42$e651bd8a-ea3e-478a-8558-c956ee60b29f-0	Q42	P509	Q12152	normal	wikibase-item
Q42-P20-Q159288-q42$c0de2013-54c0-48f9-ad90-8a235248d8c7-0	Q42	P20	Q159288	normal	wikibase-item
Q42-P119-Q533697-q42$881f40dc-0afe-4feb-b882-79600d234273-0	Q42	P119	Q533697	normal	wikibase-item
Q42-P1442-da86506e-q42$db1ba2ba-47b9-3650-e6c4-db683abf788c-0	Q42	P1442	"Douglas Adams\' gravestone.jpg"	normal	commonsMedia
Q42-P1015-478c5ccb-q42$6583fdb7-4ffa-9fe1-4288-1a1cbb2950d0-0	Q42	P1015	"90196888"	normal	external-id
Q42-P735-Q463035-q42$1d7d0ea9-412f-8b5b-ba8d-405ab9ecf026-0	Q42	P735	Q463035	normal	wikibase-item
Q42-P735-Q19688263-q42$1e106952-4b58-6067-c831-8593ce3d70f5-0	Q42	P735	Q19688263	normal	wikibase-item
Q42-P734-Q351735-q42$24df999a-4629-c679-e1f0-199bcefabbf3-0	Q42	P734	Q351735	normal	wikibase-item
Q42-P27-Q145-q42$de2a0c89-6199-44d0-b727-d7a4be031a2b-0	Q42	P27	Q145	normal	wikibase-item
Q42-P551-Q159288-q42$e88ea363-419c-4fea-bc63-f32669255382-0	Q42	P551	Q159288	normal	wikibase-item
Q42-P551-Q84-q42$9d3b2f23-36f4-4212-983b-dc15d47fc01e-0	Q42	P551	Q84	preferred	wikibase-item
Q42-P551-Q909993-q42$21492f88-0043-439d-b733-c7211d2283f7-0	Q42	P551	Q909993	preferred	wikibase-item
Q42-P103-Q1860-q42$b7526300-4ac5-a529-3a91-c8a0120673be-0	Q42	P103	Q1860	normal	wikibase-item
Q42-P1368-3401c3d0-q42$11725e9f-4f81-e0fd-b00a-b885fe7a75ac-0	Q42	P1368	"000057405"	normal	external-id
Q42-P244-af47d283-q42$2d472379-ec67-4c71-9700-0f9d551bf5e6-0	Q42	P244	"n80076765"	normal	external-id
Q42-P947-bc5c009d-q42$cf5f61ec-440d-60d4-7847-e95f75171f2f-0	Q42	P947	"000002833"	normal	external-id
Q42-P214-f25bba36-q42$488251b2-6732-4d49-85b0-6101803c97ab-0	Q42	P214	"113230702"	normal	external-id
Q42-P345-57b43374-q42$231549f5-0296-4d87-993d-6cbe3f24c0d2-0	Q42	P345	"nm0010930"	normal	external-id
Q42-P373-c9137cce-q42$7ec4631f-fb22-4768-9b75-61875cd6c854-0	Q42	P373	"Douglas Adams"	normal	string
Q42-P349-e43b56f9-q42$31b1bc2a-d09f-4151-ad2b-5cea229b9058-0	Q42	P349	"00430962"	normal	external-id
Q42-P434-a6e0b27d-q42$fc61f952-4071-7cc1-c20a-dc7a90ad6515-0	Q42	P434	"e9ed318d-8cc5-4cf8-ab77-505e39ab6ea4"	normal	external-id
Q42-P268-29af73ea-q42$bb4b67fe-feca-4469-9dee-3e8f03ac9f1d-0	Q42	P268	"11888092r"	normal	external-id
Q42-P227-ab3c8c5a-q42$8aa8ccc1-86ce-4c66-88fc-267621a81ea0-0	Q42	P227	"119033364"	normal	external-id
Q42-P535-037f3281-q42$0dd4f039-6cdc-40c9-871b-63cde4a47032-0	Q42	P535	"22814"	normal	external-id
Q42-P22-Q14623675-q42$9ac7fb72-4402-8d72-f588-a170ca5e715c-0	Q42	P22	Q14623675	normal	wikibase-item
Q42-P25-Q14623678-q42$cf4cccbe-470e-e627-86a3-70ef115f601c-0	Q42	P25	Q14623678	normal	wikibase-item
Q42-P40-Q14623683-q42$70b600fa-4c0a-b3e6-9e19-1486e71c99fb-0	Q42	P40	Q14623683	normal	wikibase-item
Q42-P906-2771337b-q42$d92df8ae-786c-4c3e-8a33-babd8cb06d31-0	Q42	P906	"230807"	normal	external-id
Q42-P1006-26405af8-q42$b7643d02-6ef0-4932-a36a-3a2d4da3f578-0	Q42	P1006	"068744307"	normal	external-id
Q42-P1006-4e3edb8d-q42$8fdfe037-e24a-4d8b-aa78-37ac69650fd9-0	Q42	P1006	"339433876"	normal	external-id
Q42-P949-6f49b6e4-q42$2d50ae02-2bd8-4f82-9dfd-b3166defdec1-0	Q42	P949	"000163846"	normal	external-id
Q42-P646-e347808e-q42$48d9c731-bda8-45d6-b593-437cd10a51b4-0	Q42	P646	"/m/0282x"	normal	external-id
Q42-P1273-c954de19-q42$4a2873c0-d848-4f3d-8066-38204e50414c-0	Q42	P1273	"a10667040"	normal	external-id
Q42-P108-Q9531-q42$853b16c8-1ab3-489a-831e-aead7e94ab87-0	Q42	P108	Q9531	normal	wikibase-item
Q42-P108-Q3520623-q42$1d55f34a-4cfd-c914-4057-b6b52bf29b8e-0	Q42	P108	Q3520623	normal	wikibase-item
Q42-P998-749d9e88-q42$be724f6b-6981-4de9-b90c-338768a4bfc4-0	Q42	P998	"Arts/Literature/Authors/A/Adams,_Douglas/"	preferred	external-id
Q42-P998-2dcb743b-q42$5776b538-2441-4b9e-9c39-4e6289396763-0	Q42	P998	"World/Dansk/Kultur/Litteratur/Forfattere/A/Adams,_Douglas/"	normal	external-id
Q42-P998-7da2daf7-q42$b60cf952-9c65-4875-a4ba-6b8516c81e99-0	Q42	P998	"World/Français/Arts/Littérature/Genres/Science-fiction_et_fantastique/Auteurs/Adams,_Douglas/"	normal	external-id
Q42-P998-366a3a02-q42$a0b48e74-c934-42b9-a583-fb3eae4bc9ba-0	Q42	P998	"World/Deutsch/Kultur/Literatur/Autoren_und_Autorinnen/A/Adams,_Douglas/"	normal	external-id
Q42-P998-f92fd79a-q42$f2632ac4-6f24-49e4-9e4e-b008f26ba8ce-0	Q42	P998	"World/Italiano/Arte/Letteratura/Autori/A/Adams,_Douglas/"	normal	external-id
Q42-P998-b40ce455-q42$84b82b5a-8f33-4229-b988-bf960e676875-0	Q42	P998	"World/Svenska/Kultur/Litteratur/Genre/Science_fiction_och_fantasy/Författare/Adams,_Douglas/"	normal	external-id
Q42-P1233-95c791c5-q42$9f55fa72-f9e5-41e4-a771-041eb1d59c28-0	Q42	P1233	"122"	normal	external-id
Q42-P1284-e1df0ae7-q42$2ee16c9c-b74b-4322-9542-4a132555b363-0	Q42	P1284	"00000020676"	normal	external-id
Q42-P866-490164cb-q42$a29644ed-0377-4f88-8ba6-faab7de8c7ba-0	Q42	P866	"douglas-adams"	normal	external-id
Q42-P1695-f1f5dbe6-q42$9b5eed2e-c3f5-4634-8b85-4d4cc6f15c93-0	Q42	P1695	"a0000001157306"	normal	external-id
Q42-P1816-75d5e26f-q42$a70ef87c-33f4-4366-b0a7-000c5a3a43e5-0	Q42	P1816	"mp60152"	normal	external-id
Q42-P1263-f1abaeba-q42$9b26c69e-7b9e-43eb-9b20-ad1305d1ee6b-0	Q42	P1263	"731/000023662"	normal	external-id
Q42-P271-b02bdc34-q42$f69cd1df-4655-d1fa-5978-e3454415e57e-0	Q42	P271	"DA07517784"	normal	external-id
Q42-P856-6db47eab-q42$d32eff42-c5e2-482a-ae97-2159d6a99524-0	Q42	P856	"https://douglasadams.com/"	normal	url
Q42-P1411-Q3414212-q42$1b3c484c-643e-45d0-b01c-f6dad3d1f88e-0	Q42	P1411	Q3414212	normal	wikibase-item
Q42-P1411-Q2576795-q42$285e0c13-9674-4131-9556-51b316a57aee-0	Q42	P1411	Q2576795	normal	wikibase-item
Q42-P1953-88d0c015-q42$6c466225-dcb1-47b9-b868-c285f016e216-0	Q42	P1953	"134923"	normal	external-id
Q42-P648-b357aa31-q42$0bc410b8-8a0f-4658-90b0-bb2ae1d6aa3f-0	Q42	P648	"OL272947A"	normal	external-id
Q42-P1258-d420c7fe-q42$4bc2af98-4182-3b11-0df3-80aac8e24081-0	Q42	P1258	"celebrity/douglas_adams"	normal	external-id
Q42-P2191-d33c6b38-q42$2db4179b-d385-495d-b248-9d0a53041dd4-0	Q42	P2191	"10014"	normal	external-id
Q42-P1266-dcb2fe98-q42$788bd2c1-46a0-9898-6410-5339ecf90a8b-0	Q42	P1266	"97049"	normal	external-id
Q42-P2019-f926f9d3-q42$b0322bc3-497a-8ef4-8eed-e4927b805d87-0	Q42	P2019	"p279442"	normal	external-id
Q42-P2188-dfaa7fd2-q42$5215183d-42ec-a3e5-1745-0abd519d026a-0	Q42	P2188	"45993"	normal	external-id
Q42-P2168-e4be6342-q42$77b4aae6-473c-f860-1918-9ca573cdfb2e-0	Q42	P2168	"271209"	normal	external-id
Q42-P1315-409b316b-q42$809c95c5-ed69-432b-91d8-ff7c8c9965a2-0	Q42	P1315	"847711"	normal	external-id
Q42-P2163-aff6ec43-q42$7424c174-d7a8-4d60-89e3-416156eac76d-0	Q42	P2163	"56544"	normal	external-id
Q42-P2163-a84489a7-q42$2b5cb441-0da8-4a5e-ab23-3d54c0ace620-0	Q42	P2163	"1775523"	normal	external-id
Q42-P1417-3912fbf9-q42$2b2dc742-3bc1-4daa-becf-c81a33453b57-0	Q42	P1417	"biography/Douglas-Adams"	normal	external-id
Q42-P2611-9370d4be-q42$3169835d-bbab-48c0-b197-7428bdbac28e-0	Q42	P2611	"douglas_adams"	normal	external-id
Q42-P2435-d558e838-q42$daf51782-49c8-1e46-7738-e923dba42cb0-0	Q42	P2435	"208947"	normal	external-id
Q42-P2604-319338c2-q42$ca83a88a-470c-b93a-2393-35a1de0a9c60-0	Q42	P2604	"246164"	normal	external-id
Q42-P2387-352b0902-q42$29c1b057-497d-7d15-864e-3d889a76c750-0	Q42	P2387	"1289170"	normal	external-id
Q42-P2626-cec3b0d0-q42$5a41f776-4135-80b1-e3fe-43156047ecb8-0	Q42	P2626	"159696"	normal	external-id
Q42-P2605-de0880e6-q42$7398157a-409e-7d35-7d89-7351426cb36c-0	Q42	P2605	"39534"	normal	external-id
Q42-P2963-2bf175f9-q42$eb0d02d3-4b1d-0e19-cb86-78a0a5439144-0	Q42	P2963	"4"	normal	external-id
Q42-P910-Q8935487-q42$3b111597-2138-4517-85ad-fd0056d3deb0-0	Q42	P910	Q8935487	normal	wikibase-item
Q42-P3106-72c39eed-q42$d8ebbd62-4229-1e3b-6494-ca96246286e3-0	Q42	P3106	"books/douglasadams"	normal	external-id
Q42-P1303-Q6607-q42$67547850-c3a0-4c99-afe4-3c18956cb19a-0	Q42	P1303	Q6607	normal	wikibase-item
Q42-P2469-e59abbad-q42$32dacdaa-0c29-489b-b587-7cb5d374eee5-0	Q42	P2469	"238p"	normal	external-id
Q42-P3373-Q14623673-q42$a3b1288b-67a9-4491-a3aa-20f881c292b9-0	Q42	P3373	Q14623673	normal	wikibase-item
Q42-P3417-b3f4ba8e-q42$edea25d2-4736-b539-ec8d-d3f82e1f7100-0	Q42	P3417	"Douglas-Adams-4"	normal	external-id
Q42-P3430-bc03ffa1-q42$76ad35e4-f222-418a-a3ac-cf6472790811-0	Q42	P3430	"w65h7md1"	normal	external-id
Q42-P1617-f8c88a77-q42$545d5c9a-4bde-ee8b-089f-1a11ba699301-0	Q42	P1617	"aa075cb6-75bf-46d8-b0bf-9751d6c04c93"	normal	external-id
Q42-P2048-48c3b5c6-q42$b0bf3caf-481c-356b-03a2-e61174b8e6da-0	Q42	P2048	+1.96Q11573	normal	quantity
Q42-P3222-490164cb-q42$d41d834d-0bd4-411c-a671-2b7be6053eb5-0	Q42	P3222	"douglas-adams"	normal	external-id
Q42-P109-3a96b0ff-q42$e5b8e5d5-4243-43e3-3476-c8f1572f14fa-0	Q42	P109	"Douglas Adams signature.svg"	normal	commonsMedia
Q42-P4193-7352f03a-q42$769463b3-4b83-cf93-d5ef-0b4e98e1cf33-0	Q42	P4193	"Douglas_Noel_Adams_(1952-2001)"	normal	external-id
Q42-P136-Q24925-q42$0ff4aeeb-4fdb-56cf-5fe9-916e1bbbbc73-0	Q42	P136	Q24925	normal	wikibase-item
Q42-P136-Q40831-q42$2ac90f53-4dc5-2ecc-d595-70f7c43f2fda-0	Q42	P136	Q40831	normal	wikibase-item
Q42-P136-Q128758-q42$43f046bb-47a4-00aa-5174-aa7ca343396b-0	Q42	P136	Q128758	normal	wikibase-item
Q42-P4431-4a3de744-q42$520b13d1-47df-2d1c-f56d-7106f383a3b6-0	Q42	P4431	"douglas-adams-61st-birthday"	normal	external-id
Q42-P2607-9e3bb1c3-q42$52ea4a30-c798-4ed3-aea0-a2feb4b0fb95-0	Q42	P2607	"307812da-da11-4ee5-a906-31e5ce9694bb"	normal	external-id
Q42-P1415-8a696a22-q42$e10a1b54-9d65-4334-8f2c-58b21b49d565-0	Q42	P1415	"75853"	normal	external-id
Q42-P2949-5e507d7c-q42$a4e52439-57df-4c31-902c-e995d78488fa-0	Q42	P2949	"Adams-32825"	normal	external-id
Q42-P3154-e15b869a-q42$916f4133-b433-4fa1-b888-f86da132b1de-0	Q42	P3154	"adamsdou"	normal	external-id
Q42-P3630-e690d450-q42$15011d96-bb02-4b8f-9728-8ff88a3a938d-0	Q42	P3630	"2627"	normal	external-id
Q42-P1280-0044952d-q42$0dfba3e4-f98e-4ed5-ae30-ce8556429229-0	Q42	P1280	"6050147"	normal	external-id
Q42-P2734-44125ce0-q42$6646c637-00df-47e1-a845-cfcab27a559d-0	Q42	P2734	"AdamsDouglas"	normal	external-id
Q42-P26-Q14623681-q42$b88670f8-456b-3ecb-cf3d-2bca2cf7371e-0	Q42	P26	Q14623681	normal	wikibase-item
Q42-P5019-06825164-q42$d12f42dc-456c-4c5f-19ee-b4dda178e50f-0	Q42	P5019	"adams-douglas-noel"	normal	external-id
Q42-P463-Q857679-q42$45e1e647-4941-42e1-8428-a6f6c848276a-0	Q42	P463	Q857679	normal	wikibase-item
Q42-P463-Q5610831-q42$05cafd4a-4fb1-13ff-7f11-2e72b85ae07a-0	Q42	P463	Q5610831	normal	wikibase-item
Q42-P2600-0a47b446-q42$101c1875-4027-37aa-3a72-c202e42276ab-0	Q42	P2600	"6000000050650155828"	normal	external-id
Q42-P5337-ca022ed1-q42$966e692e-4516-de45-356c-7e098273a79a-0	Q42	P5337	"CAAqJQgKIh9DQkFTRVFvSUwyMHZNREk0TW5nU0JXVnVMVWRDS0FBUAE"	normal	external-id
Q42-P5357-c7370ed2-q42$63b203c0-a6b4-40a7-9942-09f5aa7de92f-0	Q42	P5357	"adams_douglas"	normal	external-id
Q42-P5361-4a08b93e-q42$e5fcddd6-0021-4543-8815-acc8c2877c9f-0	Q42	P5361	"AdamsDouglas1952-2001"	normal	external-id
Q42-P5365-8334c554-q42$7894d1b9-2fb1-4f0d-bc65-d0736b68c179-0	Q42	P5365	"42"	normal	external-id
Q42-P5408-df84e281-q42$37b09d07-ee5d-4944-80b0-27bb6d41d87f-0	Q42	P5408	"a/douglas-adams"	normal	external-id
Q42-P5570-b06f8b0d-q42$4f5dce7c-3839-4642-ab6d-72c14c18d768-0	Q42	P5570	"143"	normal	external-id
Q42-P1580-0e0973bb-q42$50941274-91ac-438c-9b7c-f0105f9cd20f-0	Q42	P1580	"a1221374"	normal	external-id
Q42-P5587-0840f088-q42$21178ecc-11cc-4cd3-bbd4-e35eb788b26e-0	Q42	P5587	"1zcfh30k0gr4zxt"	normal	external-id
Q42-P3365-3d65ef2c-q42$68e451d5-0ea5-4f70-8985-a2613b7f0729-0	Q42	P3365	"douglas-noel-adams"	normal	external-id
Q42-P269-db805460-q42$26d2b7c9-84fd-4e96-a6ec-42959f8d7048-0	Q42	P269	"026677636"	normal	external-id
Q42-P213-79a4f379-q42$25738b35-d07d-4c28-8c74-05fba1b1e6c7-0	Q42	P213	"0000000080456315"	normal	external-id
Q42-P691-d4d6fbff-q42$237db309-0d43-42eb-999d-65bd0a833311-0	Q42	P691	"jn19990000029"	normal	external-id
Q42-P950-a0682206-q42$a813e628-398c-40c6-b082-8c4fce4df3ff-0	Q42	P950	"XX1149955"	normal	external-id
Q42-P1670-96fc5bcd-q42$53ab6c05-b46a-42e2-af19-6e47b60987e9-0	Q42	P1670	"0052C2705"	normal	external-id
Q42-P409-b7b11b20-q42$1167e25e-4b31-44b2-a08e-8178e52536ad-0	Q42	P409	"35163268"	normal	external-id
Q42-P396-02ea56e9-q42$63b132b2-b98c-40ba-aaa7-f855b1678cb0-0	Q42	P396	"RAVV034417"	normal	external-id
Q42-P1207-137c91ea-q42$391e9e99-4f2c-4229-91f0-8def0a7d901b-0	Q42	P1207	"n94004172"	normal	external-id
Q42-P1005-e931d087-q42$f7e900f6-37b8-433c-a236-32e5cf8a5e20-0	Q42	P1005	"68537"	normal	external-id
Q42-P1375-6a92b5ab-q42$d132dc6e-be15-4502-bbe6-cdd6cdced610-0	Q42	P1375	"000010283"	normal	external-id
Q42-P1412-Q1860-q42$d55ff2eb-44fe-dab5-4bc9-c7c765720bc1-0	Q42	P1412	Q1860	normal	wikibase-item
Q42-P5247-af6b9505-q42$90691468-a3ef-4050-9813-bc6bdd6c3168-0	Q42	P5247	"3040-1126"	normal	external-id
Q42-P5905-8fb6ef3a-q42$7f17859b-be24-4ca0-8362-afe1a02d71cc-0	Q42	P5905	"4040-45935"	normal	external-id
Q42-P6839-1212b2ea-q42$024ba49c-4d11-9afa-781f-56c53f807bed-0	Q42	P6839	"Creator/DouglasAdams"	normal	external-id
Q42-P4342-ab104023-q42$0273baf0-71d1-4104-a6b9-2a6580713626-0	Q42	P4342	"Douglas_Adams"	normal	external-id
Q42-P4785-96518bfb-q42$dc9a6318-40b1-0047-ba98-d0957a7d7d8c-0	Q42	P4785	"47671"	normal	external-id
Q42-P485-Q67074906-q42$56607576-4b1f-fe7a-b893-9622286e9479-0	Q42	P485	Q67074906	normal	wikibase-item
Q42-P7029-f06a9107-q42$05a6e4fd-1f01-4f19-8abf-190ba8319a04-0	Q42	P7029	"770139179"	normal	external-id
Q42-P7029-3bab21c2-q42$996c8555-968b-437c-b18c-e2350e014c6a-0	Q42	P7029	"770139180"	normal	external-id
Q42-P1343-Q67311526-q42$fd398e71-8597-4d36-949a-d905acd24dac-0	Q42	P1343	Q67311526	normal	wikibase-item
Q42-P5034-c253110c-q42$4a27a89e-6e25-4ac1-ae53-88fe60763fc4-0	Q42	P5034	"KAC200300379"	normal	external-id
Q42-P7433-21cee27a-q42$67d7bff5-f914-4780-a704-b8f9aa42f2c1-0	Q42	P7433	"25"	normal	external-id
Q42-P7400-48119915-q42$6b518eac-487e-231c-7079-10c2640be50b-0	Q42	P7400	"adamsdouglas-1"	normal	external-id
Q42-P7704-dceda4fe-q42$f953f363-3a9d-4dcc-ad34-12307e92a25b-0	Q42	P7704	"agent/base/59925"	normal	external-id
Q42-P7859-7adbae71-q42$ca4e6fca-42cb-889f-2c84-9ed2e6d4b4a3-0	Q42	P7859	"lccn-n80076765"	normal	external-id
Q42-P3762-eed99551-q42$808d478e-2c19-46ad-bb08-d46ef27c6964-0	Q42	P3762	"140290"	normal	external-id
Q42-P3065-be3ac6be-q42$d7befac9-4a60-389b-6821-1906d4acad6c-0	Q42	P3065	"02-A002907983"	normal	external-id
Q42-P3846-e7e4339f-q42$70d25151-4617-eb5c-9fae-6250b4be38e9-0	Q42	P3846	"87097968038642"	normal	external-id
Q42-P7293-5a385ac5-q42$e4c35e65-4646-bc7d-2408-e84570b851d7-0	Q42	P7293	"9810669145205606"	normal	external-id
Q42-P7700-29640033-q42$fcbe553b-4856-7ebf-2588-3e42fd422016-0	Q42	P7700	"vtls005710289"	normal	external-id
Q42-P1890-9ffe9379-q42$4330e0d7-4b3d-7a01-5696-f93a0e2fcaa4-0	Q42	P1890	"000750942"	normal	external-id
Q42-P4619-0a14514b-q42$5313e948-4771-ea78-e253-c176070df512-0	Q42	P4619	"000592321"	normal	external-id
Q42-P6394-b94c0f0f-q42$74e4f6a4-4f7a-859a-4ea1-c13d8b45f1f6-0	Q42	P6394	"a1112474x"	normal	external-id
Q42-P4839-e0b435e4-q42$bd06c277-4a19-ba01-ac45-8897cf3b1637-0	Q42	P4839	"Entity[\"Person\", \"DouglasAdams::gh8qf\"]"	normal	external-id
Q42-P2581-3277c9e9-q42$08c46dbb-40ce-ae67-b114-2e601e14f325-0	Q42	P2581	"03688580n"	normal	external-id
Q42-P5284-29da867d-q42$f764d646-4816-0a84-e111-6b471ec66320-0	Q42	P5284	"1032346"	normal	external-id
Q42-P4862-968e3fed-q42$9f67e2fc-4471-d610-6fb1-6b0fd7dbea02-0	Q42	P4862	"B000AQ2A84"	normal	external-id
Q42-P7661-1344efc4-q42$61de1a61-487c-d2dc-fc4b-c0f94c1beec1-0	Q42	P7661	"74033"	normal	external-id
Q42-P3913-bf3b4a74-q42$7288b73e-4289-318e-e3b5-e3f7e16eab66-0	Q42	P3913	"337"	normal	external-id
Q42-P7214-cc102551-q42$cb65a36b-436a-4400-4f17-ee5ea0272ce4-0	Q42	P7214	"753186"	normal	external-id
Q42-P4666-07f68d1c-q42$f585133b-43e3-2f2c-38b0-a2d8395aea11-0	Q42	P4666	"23878"	normal	external-id
Q42-P7215-b3fc0766-q42$5e13100f-4b67-7e71-cd0a-3ea7a8e385fd-0	Q42	P7215	"46398"	normal	external-id
